Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID
orange wall,,NA,20,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4915,orange,RoomTexWallOrange00,NA,1702,303,8rnfwGyLMaw5FTMQb
orange wall-mounted clock,,NA,10,orange,2,wood,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is oranges,NA,NA,1.0.0,Yes,100,Wall-mounted,3976,orange,FtrFruitsClockW,NA,1701,184,rJaAL5N8CQQ5dPd9y
organic bread,,NA,3,whole-wheat flour,,,,,,,,,,,NFS,200,NA,NA,Basic Cooking Recipes,,NA,NA,2.0.0,Yes,0,Savory,12823,color_62,FtrBreadbasketOrganic,NA,12802,976,v5JqH746uHbNQz4cC
ornament crown,,NA,3,red ornament,3,blue ornament,3,gold ornament,,,,,,,NFS,200,NA,NA,All villagers; Balloons,,ornaments,Yes,2.0.0,Yes,0,Equipment,14613,white,CapOrnamentCOrnament0,NA,7480,1017,hsET2xdWiacz4BF6A
ornament garland,,NA,2,red ornament,2,blue ornament,2,gold ornament,5,iron nugget,,,,,NFS,200,NA,NA,All villagers; Balloons,,ornaments,Yes,2.0.0,Yes,0,Housewares,14593,white,FtrOrnamentWall,NA,7415,1014,irL6awhaK4iYE3JyW
ornament mobile,,NA,1,red ornament,1,blue ornament,1,gold ornament,4,tree branch,,,,,NFS,200,NA,NA,All villagers; Balloons,,ornaments,Yes,1.0.0,Yes,0,Wall-mounted,6818,white,FtrOrnamentMobile,NA,7430,433,RaotMSgnPsgG6PKLu
ornament table lamp,,NA,2,red ornament,2,iron nugget,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,,ornaments,Yes,2.0.0,Yes,0,Miscellaneous,14591,white,FtrOrnamentLamp,NA,7412,1015,B2jkM55Eo5oYK7KQ7
ornament tree,,NA,3,red ornament,2,blue ornament,1,gold ornament,3,iron nugget,,,,,NFS,200,NA,NA,All villagers; Balloons,,ornaments,Yes,2.0.0,Yes,0,Housewares,14728,white,FtrOrnamentTree,NA,7413,1012,biQhFN8F8AiWfgsfp
ornament wreath,,NA,6,blue ornament,2,gold ornament,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,ornaments,Yes,1.0.0,Yes,0,Wall-mounted,4377,white,FtrDoorOrnamentWreathOrnament,NA,7440,226,rLcgugWkG2sntC7Lh
outdoor bath,,NA,20,stone,1,shovel,,,,,,,,,NFS,200,3000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,1111,light gray,FtrOpenairbath,NA,812,410,9odpMYcPqYJvqQ9qs
outdoor picnic set,,NA,10,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,cherry-blossom petals,Yes,1.0.0,Yes,0,Housewares,6033,pink,FtrSakuraPicnicset,NA,3403,422,uG5LkajvrX63DoMwC
palm-tree lamp,,NA,4,coconut,4,wood,4,clay,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,7259,green,FtrPalmtreelamp,NA,1841,575,FcvtqX5qPrfTkDm7Z
pan flute,,NA,7,young spring bamboo,,,,,,,,,,,NFS,200,NA,NA,Balloons,,young spring bamboo,Yes,1.0.0,Yes,0,Other,5517,green,ToolPanpipe,NA,134,398,oEeGqoaMP9XdQE3NF
pancakes,,NA,2,flour,2,sugar,,,,,,,,,NFS,200,NA,NA,Be a Chef! DIY Recipes+,,NA,NA,2.0.0,Yes,0,Sweet,14129,color_64,FtrPancakePlain,NA,14801,937,KRLQxqhyuomQHe5hW
pansy crown,,NA,2,red pansies,2,yellow pansies,2,white pansies,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5105,green,CapOrnamentPansy1,NA,8217,246,X8taQdT4nzX6wvY3S
pansy table,,NA,5,yellow pansies,3,hardwood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,50,Housewares,7237,green,FtrFlowerTableS,NA,7805,516,7iYZ6YuJGjETcGF8A
pansy wand,,NA,1,yellow pansies,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5091,green,ToolStickPansy,NA,8275,527,5NPaTGzE9ZCAryFmE
pansy wreath,,NA,3,yellow pansies,3,white pansies,3,red pansies,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is pansies,NA,NA,1.0.0,Yes,50,Wall-mounted,5466,green,FtrDoorOrnamentWreathPansy,NA,7857,230,qPZnLEKoAZbQxXQiG
park fence,,NA,5,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Custom Fencing in a Flash,,NA,NA,2.0.0,Yes,0,Other,14759,dark gray,ItemFencePark,NA,973,1011,K6HirvKManZwEueu3
partition wall,,NA,3,wood,3,clay,,,,,,,,,NFS,200,NA,NA,Niko,Received after completing 8th HHP house,Happy Home Paradise,Yes,2.0.0,Yes,0,Other,12681,color_52,FtrWallHigh,NA,600,753,taa5jSwuss9wHWtEN
paw-print doorplate,,NA,3,wood,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,5716,brown,FtrDoorOrnamentPaw,NA,501,466,S3f74cedig2pCxFHu
peach chair,,NA,10,peach,5,wood,,,,,,,,,NFS,200,NA,NA,Normal villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is peaches,NA,NA,1.0.0,Yes,100,Housewares,4127,pink,FtrFruitsChairPeach,NA,1740,187,nCJGnLxvqbshrxxxD
peach dress,,NA,8,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Equipment,9839,pink,TopsTexOnepieceAlineNPeach0,NA,1746,618,zmPZEvBG6yYGmeFBx
peach hat,,NA,5,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Equipment,9874,pink,CapHatPeach0,NA,1745,619,iSQTJwDAeiFowjbt5
peach jam,,NA,3,peach,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14170,color_76,FtrJarPeach,NA,13613,950,TWoPKZdra4upoHrhf
peach jelly,,NA,2,peach,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13963,color_60,FtrJellyPeach,NA,14303,872,M7aGdjwqJkXZD2ZoY
peach pie,,NA,3,flour,2,sugar,2,peach,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13935,color_70,FtrPiePeach,NA,14903,848,yG7TbaxmzT8GSH9Hy
peach rug,,NA,6,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Rugs,7331,pink,RugOtherPeachM00,NA,1743,545,qYQTQktpoWBckW63d
peach smoothie,,NA,2,peach,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13999,color_76,FtrSmoothiePeach,NA,15003,908,38YC4aY5hkydAdbd9
peach surprise box,,NA,10,peach,4,softwood,,,,,,,,,NFS,200,NA,NA,Normal villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is peaches,NA,NA,1.0.0,Yes,100,Miscellaneous,4128,pink,FtrFruitsBox,NA,1741,188,47GdZP9FTse2XqXCv
peach tart,,NA,1,flour,1,sugar,1,peach,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13951,color_66,FtrTartPeach,NA,14503,864,YNZ5wPzr9HZ8Hsev9
peach umbrella,,NA,7,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Equipment,9947,pink,UmbrellaPeach0,NA,1744,620,bpoAgczMK3d6dmtte
peach wall,,NA,20,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4918,pink,RoomTexWallPeach00,NA,1742,306,EtpBMH46crTvLrLrn
pear bed,,NA,10,pear,6,softwood,,,,,,,,,NFS,200,NA,NA,Jock villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is pears,NA,NA,1.0.0,Yes,100,Housewares,4546,green,FtrFruitsBedS,NA,1801,186,cGN8QeEJjgtfZJnqv
pear dress,,NA,8,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Equipment,9837,green,TopsTexOnepieceAlineNPear0,NA,1806,615,Gc8pnkWgCZcMbeJnk
pear hat,,NA,5,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Equipment,9872,green,CapHatPear0,NA,1805,616,u6hqbCNXEpdwk5TyW
pear jam,,NA,3,pear,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14171,color_76,FtrJarPear,NA,13614,951,qbWRHmfSzfr3JHdQt
pear jelly,,NA,2,pear,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13961,color_60,FtrJellyPear,NA,14304,870,ef5AsgTMKEFfZbXy7
pear pie,,NA,3,flour,2,sugar,2,pear,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13936,color_66,FtrPiePear,NA,14904,849,ctyhQ6weFqSiWRgYx
pear rug,,NA,6,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Rugs,7332,green,RugOtherPearM00,NA,1803,546,eEcepcMqPiijQzjta
pear smoothie,,NA,2,pear,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13995,color_76,FtrSmoothiePear,NA,15004,904,9zBg5GHcomeaLrGio
pear tart,,NA,1,flour,1,sugar,1,pear,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13953,color_68,FtrTartPear,NA,14504,866,yRGZYphMaPFkA5JtD
pear umbrella,,NA,7,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Equipment,9950,green,UmbrellaPear0,NA,1804,617,Z4yN2HWQNGM9HYBZo
pear wall,,NA,20,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4917,green,RoomTexWallPear00,NA,1802,305,es6hFYQ5DneXyj8od
pear wardrobe,,NA,10,pear,5,wood,,,,,,,,,NFS,200,NA,NA,Jock villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is pears,NA,NA,1.0.0,Yes,100,Housewares,1263,green,FtrFruitsClosetLR,NA,1800,9,ruECmxoLmFHpjeKau
pesce all'acqua pazza,,NA,1,red snapper,1,tomato,1,manila clam,,,,,,,NFS,200,NA,NA,Catching a red snapper,,NA,NA,2.0.0,Yes,0,Savory,14161,color_65,FtrFishdishBream,NA,13506,941,nCjFBAoftoweN7fCp
pickled veggies,,NA,1,carrot,1,potato,1,tomato,1,orange pumpkin,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14174,color_76,FtrJarVegetable,NA,13602,954,AyEZ2ZtWGxRjTCNdm
pile of cardboard boxes,,NA,3,cardboard box,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,2.0.0,Yes,1,Housewares,13696,yellow,FtrCardboardPile,NA,2137,1053,Fp4sbM2BctELxv7cz
pile of cash,,NA,3,"99,000 Bells",,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,2.0.0,Yes,50,Miscellaneous,13666,yellow,FtrBanknotes,NA,2191,1061,bFkL9b95kFYowfZTa
pile of leaves,,NA,3,pine cone,5,clump of weeds,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Housewares,1023,brown,FtrFallenleaves,NA,4602,586,4DfamX3gvgQKPaGYi
pile of zen cushions,,NA,3,zen cushion,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,100,Housewares,7048,yellow,FtrCushionJapanPile,NA,2140,521,2CGSv5apJjzb9AZS5
pine bonsai tree,,NA,8,pine cone,5,clay,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,3802,brown,FtrBonsaiPine,NA,4610,592,ifZ8RQ4kxXgJawABR
Pisces lamp,,NA,3,star fragment,2,Pisces fragment,2,gold nugget,4,stone,,,,,NFS,200,NA,NA,Celeste,,Pisces,Yes,1.0.0,Yes,0,Housewares,5963,silver,FtrZodiacPisces,NA,2311,399,WkqrKtCEaK8GTwQ6L
pitfall seed,,NA,4,clump of weeds,6,tree branch,,,,,,,,,900,200,NA,NA,Nook's Cranny,Also obtained from digging up an existing pitfall,NA,NA,1.0.0,Yes,100,Other,2578,green,PitfallSeed,NA,135,264,QB33ur4L2mq5CvL4X
pizza margherita,,NA,3,flour,2,tomato,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14466,color_63,FtrPizza,NA,13201,967,cZRJqzYg5RwYj8sR5
plain cupcakes,,NA,1,flour,1,sugar,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14118,color_61,FtrCupcakePlain,NA,14201,926,o5z3wBSbYDFQFsup6
plain scones,,NA,2,flour,1,sugar,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14109,color_61,FtrSconePlain,NA,14401,917,TGxZYSTcTkdvbWYaJ
plain sink,,NA,6,wood,4,clay,1,iron nugget,,,,,,,NFS,200,NA,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,3683,brown,FtrWashstandBowl,NA,371,174,2ep7S8GmDoqMHTzTo
plain wooden shop sign,,NA,6,wood,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,3692,brown,FtrSignWood,NA,372,166,q5Gq6yTqh25mfP83A
plate armor,,NA,10,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,2.0.0,Yes,0,Housewares,12611,dark gray,FtrArmor,NA,919,1049,huzaZ9hdKMH2c5bZ7
poke,,NA,1,salmon,1,tomato,,,,,,,,,NFS,200,NA,NA,Catching a salmon,,NA,NA,2.0.0,Yes,0,Savory,13969,color_62,FtrSaladbowlPoke,NA,12206,878,C9iWyNtf2ZxDnrG48
pond stone,,NA,10,stone,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,7393,light gray,FtrStonewaterbowl,NA,819,513,LqSfpSHJgQyAJDHkJ
pot,,NA,5,clay,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Miscellaneous,2559,brick,FtrKame,NA,703,37,4kNto6azXBJEzDZvA
potato curry,,NA,3,flour,3,potato,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14127,color_77,FtrNancurryPotato,NA,13103,935,PHFDfErEoufAJ7TYT
potato galette,,NA,2,flour,3,potato,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14131,color_67,FtrPancakePotato,NA,12312,939,qdidcxNWNktBmM2Np
potato potage,,NA,1,flour,2,potato,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13932,color_64,FtrSoupPotato,NA,12102,845,73ncwJFJAMT3caNip
potted ivy,,NA,5,clump of weeds,5,clay,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Wall-mounted,3785,green,FtrLeafWall,NA,1231,214,PRZpskqoyoPoT6g3c
pound cake,,NA,2,flour,1,sugar,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13980,color_63,FtrPoundcake,NA,14701,889,BmLXqRhpxZyrRQYPc
pretty cosmos wreath,,NA,3,orange cosmos,3,pink cosmos,3,red cosmos,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Wall-mounted,5745,green,FtrDoorOrnamentWreathCosmosMix,NA,7847,445,sSXrhgXnaQfP53KFk
pretty tulip wreath,,NA,3,orange tulips,3,pink tulips,3,purple tulips,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Wall-mounted,5751,green,FtrDoorOrnamentWreathTulipMix,NA,7850,361,z4k9YXZrLp9x6TXXF
pretzels,,NA,1,flour,1,sugar,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13986,color_64,FtrPretzel,NA,14101,895,YdpQh69WfwZuL3sRK
project table,,NA,10,wood,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,2.0.0,Yes,0,Housewares,12349,brown,FtrWorktable,NA,408,1054,YEdcad8waG6Pf9agW
pull-apart bread,,NA,2,flour,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14182,color_68,FtrSkilletBread,NA,12705,962,yc8pkMTLiDCA9qNPA
pumpkin bagel sandwich,,NA,2,flour,3,orange pumpkin,,,,,,,,,NFS,200,NA,NA,Be a Chef! DIY Recipes+,,NA,NA,2.0.0,Yes,0,Savory,14125,color_65,FtrBeaglesandPumpkin,NA,12413,933,nCM6CQATAW8F3E29a
pumpkin cupcakes,,NA,1,flour,1,sugar,2,orange pumpkin,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14114,color_68,FtrCupcakePumpkin,NA,14204,922,LQv9YQMvzYW73Dhvf
pumpkin curry,,NA,3,flour,3,orange pumpkin,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14121,color_77,FtrNancurryPumpkin,NA,13104,929,do7ajs52T7KNrrHbg
pumpkin pie,,NA,3,flour,2,sugar,2,orange pumpkin,,,,,,,NFS,200,NA,NA,Turkey Day Recipes,Obtain Turkey Day Recipes from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,2.0.0,Yes,0,Savory,13329,color_64,FtrPiePumpkin,NA,15202,973,CiR9F7NezNSSxFdEt
pumpkin pound cake,,NA,2,flour,1,sugar,2,orange pumpkin,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13981,color_62,FtrPoundcakePumpkin,NA,14704,890,8R8jD3Gr2gdiRM4jF
pumpkin scones,,NA,2,whole-wheat flour,1,sugar,2,orange pumpkin,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14117,color_66,FtrSconePumpkin,NA,14404,925,dw3R9pXfeCtJCcDDC
pumpkin soup,,NA,3,orange pumpkin,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13941,color_63,FtrVesselPumpkin,NA,12603,854,WMxvTJgkdkwvJvp34
purple hyacinth crown,,NA,6,purple hyacinths,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5098,green,CapOrnamentHyacinth3,NA,8222,239,aHwaJQnuBTPrrjRtM
purple hyacinth wreath,,NA,10,purple hyacinths,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Wall-mounted,5769,green,FtrDoorOrnamentWreathHyacinthRare,NA,7862,452,QXWyxbAncQeicP3xY
purple pansy crown,,NA,6,purple pansies,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5107,green,CapOrnamentPansy3,NA,8219,248,NJ8nZjXNYWmYkzzGA
purple windflower crown,,NA,6,purple windflowers,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5101,green,CapOrnamentAnemone3,NA,8202,242,kz9eW99mbZKy5QZSA
raccoon figurine,,NA,6,clay,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,7452,brick,FtrOrnamentTanuki,NA,705,520,c3iADXgcRcQv3cTF3
rainbow feather,,NA,1,red feather,1,blue feather,1,green feather,1,purple feather,,,,,NFS,200,NA,NA,Pavé,Talk to Pavé during the Festivale event,Festivale,Yes,1.7.0,Yes,0,Other,3548,yellow,FeatherRainbow,NA,7690,755,BXQ4FMQPBSYP7THhq
recycled boots,,NA,2,boot,,,,,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 1 boot,NA,NA,1.0.0,Yes,0,Equipment,12326,dark gray,ShoesKneeRecyclingboots0,NA,690,664,yqYz3fPAdv4nDcv9X
recycled-can thumb piano,,NA,1,empty can,1,wood,1,iron nugget,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 3 empty cans,NA,NA,1.0.0,Yes,0,Miscellaneous,7045,dark gray,FtrKalimbaCan,NA,650,504,Wg8fZ2B2HqkvzvHDP
red-leaf pile,,NA,3,maple leaf,4,clump of weeds,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,maple leaves,Yes,1.0.0,Yes,0,Housewares,4271,brown,FtrFallenleavesRed,NA,4601,589,mLrdRGTNsXKuekHhN
ringtoss,,NA,2,wood,2,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,88,brown,FtrQuoits,NA,460,43,oADtSa2zmTwZ9NMQz
robot hero,,NA,1,rocket,1,gold armor,30,rusted part,90,iron nugget,10,gold nugget,,,NFS,200,5000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,1509,silver,FtrHerorobot,NA,2228,594,4AjeuiarF5T2AAKSG
rocket,,NA,10,star fragment,20,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1441,silver,FtrRocket,NA,2221,409,xMbimsjjXPKdPSXxF
rocking chair,,NA,3,wood,5,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,1103,brown,FtrRockingchair,NA,376,57,8iX4opSXHjcJBorzj
rocking horse,,NA,5,softwood,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,83,brown,FtrRockinghorse,NA,403,102,mYp7N7KfrH4GprNif
Roost sablé cookie,,NA,1,flour,2,sugar,,,,,,,,,NFS,200,NA,NA,Brewster,Sit down for coffee on 5 different days,NA,NA,2.0.0,Yes,0,Sweet,14565,color_67,FtrCafeSable,NA,14007,1018,oCeZLpfNMtPz2GDkw
rope fence,,NA,4,iron nugget,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,4352,dark gray,ItemFencePegRope,NA,970,549,376NtDBZyAE9mDtSo
rope-net flooring,,NA,10,vine,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Floors,13880,color_56,RoomSpFloorRopenet00,NA,1360,771,byM4AMEaepwn4wogC
rope-net wall,,NA,10,vine,10,wood,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Wallpaper,13875,color_56,RoomSpWallRopenet00,NA,1350,766,kbr3aPSJy8hf3pmAT
rose bed,,NA,10,red roses,5,wood,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,50,Housewares,7235,green,FtrFlowerBedW,NA,7804,507,7JwEWxhn5RhmvkgpS
rose crown,,NA,2,red roses,2,yellow roses,2,white roses,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5111,green,CapOrnamentRose1,NA,8212,252,nn5Ax694CmD7dzkDZ
rose wand,,NA,1,red roses,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5093,green,ToolStickRose,NA,8274,529,hH9qJNGJpxbY2TYTt
rose wreath,,NA,3,red roses,3,white roses,3,yellow roses,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is roses,NA,NA,1.0.0,Yes,50,Wall-mounted,5437,green,FtrDoorOrnamentWreathRose,NA,7852,229,Swx6c6NHk94Htn86t
round glowing-moss rug,,NA,4,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Rugs,13878,color_56,RugRoundGlowMossS00,NA,1570,769,ipBkp9Po5BTDfte76
round vine rug,,NA,4,vine,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Rugs,13906,color_56,RugRoundVineS00,NA,1370,764,LBb9dLvDGAxjJgu6y
ruined arch,,NA,5,vine,20,stone,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14018,color_56,FtrRemainsArch,NA,1304,763,CJjPzNfxZETBiX4ZS
ruined broken pillar,,NA,5,vine,5,stone,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14887,color_56,FtrRemainsArchBroken,NA,1306,1060,uJwdhxsXLWJYJMMjZ
ruined decorated pillar,,NA,5,vine,10,stone,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,13662,color_56,FtrRemainsPillar,NA,1305,990,w9fXA4oKovSFYLgDt
ruined seat,,NA,3,vine,3,stone,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14882,color_56,FtrRemainsChairS,NA,1307,1045,No7mNujs2LxptzojC
rustic-stone wall,,NA,5,stone,5,clay,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4813,light gray,RoomTexWallStone00,NA,851,324,MmjudYWMYWwucKrMG
Sagittarius arrow,,NA,3,star fragment,2,Sagittarius fragment,2,gold nugget,,,,,,,NFS,200,NA,NA,Celeste,,Sagittarius,Yes,1.0.0,Yes,0,Wall-mounted,5958,silver,FtrZodiacSagittarius,NA,2308,376,E3TJjo97BMNgHWPAH
sakura-wood flooring,,NA,5,cherry-blossom petal,10,wood,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Floors,5056,pink,RoomTexFloorSolidWood00,NA,3461,649,fPZCc3qyHmip4YE4o
